date,year,season,location,sampleID,sampleID.prefix,microhabitat,depth,per_sediment,per_rock,per_organic,dateTime.UTC,lat,long,alt,pH,wTemp,DO,light,flow,turb,cond,nitrate,alkalinity,mon.precip,bi.precip,mon.ADD
6/11/2021,2021,Summer,Downstream,03DRSU21.DFR,03DRSU21,DFR,18.5,30,62.5,7.5,2021-06-11T17:59:00Z,42.31538,-72.64114,50,7.375,20.8,9.295,157.5,0.057,8.05,151.8,NA,NA,95.2,85,539
6/11/2021,2021,Summer,Downstream,03DRSU21.DM,03DRSU21,DM,15.25,37.5,57.5,5,2021-06-11T18:20:00Z,42.31511,-72.641135,66,7.345,20.55,9.32,349.5,0.0815,9.1,152.7,NA,NA,95.2,85,539
6/11/2021,2021,Summer,Downstream,03DRSU21.DSH,03DRSU21,DSH,16,8,82.5,5,2021-06-11T18:35:00Z,42.315285,-72.641185,38,7.345,20.65,9.315,90.5,0.46,9.25,151.6,NA,NA,95.2,85,539
6/11/2021,2021,Summer,Downstream,03DRSU21.DSP,03DRSU21,DSP,8,17.5,84.5,3,2021-06-11T19:55:00Z,42.315475,-72.64104,48,7.36,20.25,9.355,229.5,0.1885,9.2,151.15,NA,NA,95.2,85,539
6/11/2021,2021,Summer,Downstream,03DRSU21.DSR,03DRSU21,DSR,17,22.5,72.5,5,2021-06-11T17:35:00Z,42.31499,-72.641145,39,7.395,20.7,9.24,83,0,10.15,154.05,NA,NA,95.2,85,539
9/17/2018,2018,Fall,Downstream,01DRFA18.DFR,01DRFA18,DFR,14.75,17.5,77.5,5,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,12.4,135,NA,NA,107.3,75.5,637.8
9/17/2018,2018,Fall,Downstream,01DRFA18.DM,01DRFA18,DM,19.5,12.5,77.5,10,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,4.2,135,NA,NA,107.3,75.5,637.8
9/17/2018,2018,Fall,Downstream,01DRFA18.DSH,01DRFA18,DSH,29.5,19.5,79.5,1,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5.2,136.4,NA,NA,107.3,75.5,637.8
9/17/2018,2018,Fall,Downstream,01DRFA18.DSP,01DRFA18,DSP,12.5,17.5,82.5,0,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,6.3,135.5,NA,NA,107.3,75.5,637.8
9/17/2018,2018,Fall,Downstream,01DRFA18.DSR,01DRFA18,DSR,31,11,82.5,6.5,2018-09-17T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,11.9,137.1,NA,NA,107.3,75.5,637.8
9/24/2018,2018,Fall,Upstream,01URFA18.UFR,01URFA18,UFR,33,4,83.5,12.5,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5.3,117.5,NA,NA,150.9,148.9,620.1
9/24/2018,2018,Fall,Upstream,01URFA18.UM,01URFA18,UM,28.25,30,70,0,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,9.2,118.7,NA,NA,150.9,148.9,620.1
9/24/2018,2018,Fall,Upstream,01URFA18.USH,01URFA18,USH,22,37.5,57.5,5,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,9.6,109.7,NA,NA,150.9,148.9,620.1
9/24/2018,2018,Fall,Upstream,01URFA18.USR,01URFA18,USR,27.75,17.5,82.5,0,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,9.6,117.8,NA,NA,150.9,148.9,620.1
9/24/2018,2018,Fall,Upstream,01URFA18.USU,01URFA18,USU,29.25,19.5,77.5,3,2018-09-24T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,2.5,109.2,NA,NA,150.9,148.9,620.1
9/25/2018,2018,Fall,Downstream,02DRFA18.DFR,02DRFA18,DFR,23,14,82.5,3.5,2018-09-25T12:30:00Z,NA,NA,NA,7.73,NA,NA,NA,NA,7.7,120.3,NA,NA,150.9,98.9,611.2
9/25/2018,2018,Fall,Downstream,02DRFA18.DM,02DRFA18,DM,37,4,96,0,2018-09-25T12:30:00Z,NA,NA,NA,7.68,NA,NA,NA,NA,9.9,119,NA,NA,150.9,98.9,611.2
9/25/2018,2018,Fall,Downstream,02DRFA18.DSH,02DRFA18,DSH,25.5,22.5,75,2.5,2018-09-25T12:30:00Z,NA,NA,NA,7.58,NA,NA,NA,NA,10.5,119.9,NA,NA,150.9,98.9,611.2
9/25/2018,2018,Fall,Downstream,02DRFA18.DSP,02DRFA18,DSP,17.5,5,95,0,2018-09-25T12:30:00Z,NA,NA,NA,7.42,NA,NA,NA,NA,4.3,123.5,NA,NA,150.9,98.9,611.2
9/25/2018,2018,Fall,Downstream,02DRFA18.DSR,02DRFA18,DSR,23.5,2.5,77.5,20,2018-09-25T12:30:00Z,NA,NA,NA,7.66,NA,NA,NA,NA,7.8,120.4,NA,NA,150.9,98.9,611.2
10/2/2018,2018,Fall,Upstream,02URFA18.UFR,02URFA18,UFR,18.5,5.5,94,0.5,2018-10-02T17:45:00Z,NA,NA,NA,7.49,NA,NA,NA,NA,11.7,101.3,NA,NA,242.1,133.1,547.8
10/2/2018,2018,Fall,Upstream,02URFA18.UM,02URFA18,UM,43.5,27.5,65,7.5,2018-10-02T17:45:00Z,NA,NA,NA,7.39,NA,NA,NA,NA,11.6,97.1,NA,NA,242.1,133.1,547.8
10/2/2018,2018,Fall,Upstream,02URFA18.USH,02URFA18,USH,32,2.5,97.5,0,2018-10-02T17:45:00Z,NA,NA,NA,7.54,NA,NA,NA,NA,9.8,93.2,NA,NA,242.1,133.1,547.8
10/3/2019,2019,Fall,Upstream,03URFA19.UFR,03URFA19,UFR,26,15,80,5,2019-10-03T17:55:00Z,NA,NA,NA,7.98,NA,NA,NA,NA,9.933333333,218.1,NA,NA,25.3,10.4,495.95
9/25/2020,2020,Fall,Upstream,02URFA20.UFR,02URFA20,UFR,32.5,35,60,5,2020-09-25T17:11:00Z,42.31945116,-72.65461105,68.93076902,8.135,15.4,11.81369887,24.64108351,1.00E-04,7.4,214.5,NA,NA,67.6,0,488.6
9/27/2020,2020,Fall,Upstream,03URFA20.UFR,03URFA20,UFR,27,27.5,67.5,5,2020-09-27T15:35:00Z,42.31929449,-72.65464262,77.93658485,7.77,17.05,10.88946183,46.44526992,0,18.4,221.15,NA,NA,49.6,0,493.6
9/22/2021,2021,Fall,Upstream,01URFA21.UFR,01URFA21,UFR,39.65,12.5,87.5,0,2021-09-22T18:30:00Z,NA,NA,NA,7.8,18.3,10.37,40,0.006,10.5,141.5,NA,NA,153.4,29.2,592.2
9/22/2021,2021,Fall,Upstream,01URFA21.UM,01URFA21,UM,27.5,17.5,77.5,5,2021-09-22T18:20:00Z,NA,NA,NA,7.83,18.5,10.38,112,0.279,5.1,148.8,NA,NA,153.4,29.2,592.2
9/22/2021,2021,Fall,Upstream,01URFA21.USH,01URFA21,USH,21.5,25,72,3,2021-09-22T19:03:00Z,NA,NA,NA,7.72,19.6,9.65,32,0.695,4.6,128.1,NA,NA,153.4,29.2,592.2
9/22/2021,2021,Fall,Upstream,01URFA21.USR,01URFA21,USR,22.75,20,77,3,2021-09-22T18:26:00Z,NA,NA,NA,7.79,18.9,10.31,94,0.005,9.5,143.6,NA,NA,153.4,29.2,592.2
9/22/2021,2021,Fall,Upstream,01URFA21.USU,01URFA21,USU,25.5,15,75,10,2021-09-22T19:00:00Z,NA,NA,NA,7.77,19.6,9.99,132,0.217,2.9,126.9,NA,NA,153.4,29.2,592.2
9/23/2021,2021,Fall,Downstream,01DRFA21.DFR,01DRFA21,DFR,12.5,25,72,3,2021-09-23T18:10:00Z,NA,NA,NA,7.42,20.8,9.6,50,NA,7.5,140.4,NA,NA,129,26.2,588.9
9/23/2021,2021,Fall,Downstream,01DRFA21.DM,01DRFA21,DM,18.5,12.5,82.5,5,2021-09-23T18:16:00Z,NA,NA,NA,7.43,20.3,9.67,192,NA,2.9,140.1,NA,NA,129,26.2,588.9
9/23/2021,2021,Fall,Downstream,01DRFA21.DSH,01DRFA21,DSH,30,23,75,2,2021-09-23T18:20:00Z,NA,NA,NA,7.44,20.3,9.76,54,NA,6.2,141,NA,NA,129,26.2,588.9
9/23/2021,2021,Fall,Downstream,01DRFA21.DSP,01DRFA21,DSP,14,10,90,0,2021-09-23T18:26:00Z,NA,NA,NA,7.4,20.1,9.64,235,0.126,NA,NA,NA,NA,129,26.2,588.9
9/23/2021,2021,Fall,Downstream,01DRFA21.DSR,01DRFA21,DSR,24,15,80,5,2021-09-23T18:00:00Z,NA,NA,NA,7.46,20.5,9.73,53,NA,8.7,144.9,NA,NA,129,26.2,588.9
9/28/2021,2021,Fall,Downstream,02DRFA21.DFR,02DRFA21,DFR,15,10,85,5,2021-09-28T17:55:00Z,NA,NA,NA,7.32,16.9,NA,NA,NA,8.3,134.3,NA,NA,153.2,43.3,553.55
9/28/2021,2021,Fall,Downstream,02DRFA21.DM,02DRFA21,DM,28.5,5,95,0,2021-09-28T18:10:00Z,NA,NA,NA,7.28,16.4,NA,NA,NA,8.1,126.2,NA,NA,153.2,43.3,553.55
9/28/2021,2021,Fall,Downstream,02DRFA21.DSH,02DRFA21,DSH,30,5,90,5,2021-09-28T18:00:00Z,NA,NA,NA,7.28,16.4,NA,NA,NA,7.9,132.2,NA,NA,153.2,43.3,553.55
9/28/2021,2021,Fall,Downstream,02DRFA21.DSP,02DRFA21,DSP,10,15,80,5,2021-09-28T18:05:00Z,NA,NA,NA,7.29,16.2,NA,NA,NA,7.4,132.1,NA,NA,153.2,43.3,553.55
9/28/2021,2021,Fall,Downstream,02DRFA21.DSR,02DRFA21,DSR,39,55,44,1,2021-09-28T18:15:00Z,NA,NA,NA,7.29,16.4,NA,NA,NA,7.5,132,NA,NA,153.2,43.3,553.55
9/29/2021,2021,Fall,Downstream,03DRFA21.DFR,03DRFA21,DFR,18,5,90,5,2021-09-29T18:05:00Z,NA,NA,NA,7.38,15.8,10.47,55,0.489,8.6,131.3,NA,NA,158.3,48.4,545.2
9/29/2021,2021,Fall,Downstream,03DRFA21.DM,03DRFA21,DM,27,10,90,0,2021-09-29T17:58:00Z,NA,NA,NA,7.38,15.5,10.61,593,0.334,5,131,NA,NA,158.3,48.4,545.2
9/29/2021,2021,Fall,Downstream,03DRFA21.DSH,03DRFA21,DSH,20,10,85,5,2021-09-29T18:13:00Z,NA,NA,NA,7.43,16.1,10.72,36,0.025,12.9,136.1,NA,NA,158.3,48.4,545.2
9/29/2021,2021,Fall,Downstream,03DRFA21.DSP,03DRFA21,DSP,19.5,40,60,0,2021-09-29T18:20:00Z,NA,NA,NA,7.38,15.1,10.56,73,0.204,5.9,131.1,NA,NA,158.3,48.4,545.2
9/29/2021,2021,Fall,Downstream,03DRFA21.DSR,03DRFA21,DSR,21,10,80,10,2021-09-29T17:50:00Z,NA,NA,NA,7.43,16.2,10.61,42,0.004,21.1,135.9,NA,NA,158.3,48.4,545.2
9/30/2021,2021,Fall,Upstream,02URFA21.UFR,02URFA21,UFR,32.25,5.5,94,0.5,2021-09-30T18:11:00Z,42.31925,-72.65462,40,7.68,14.2,11.26,44,0.08,7.3,136.4,NA,NA,156.3,37.3,533.3
9/30/2021,2021,Fall,Upstream,02URFA21.UM,02URFA21,UM,21.5,22.5,62.5,15,2021-09-30T17:52:00Z,42.31932,-72.6548,65,7.72,14.6,11.27,125,0.256,7.6,133.2,NA,NA,156.3,37.3,533.3
9/30/2021,2021,Fall,Upstream,02URFA21.USH,02URFA21,USH,26.75,22.5,74,3.5,2021-09-30T18:40:00Z,42.32044,-72.6537,75,7.7,14.2,11.21,17,0.155,7.8,123.8,NA,NA,156.3,37.3,533.3
9/30/2021,2021,Fall,Upstream,02URFA21.USR,02URFA21,USR,17.5,10,89,1,2021-09-30T18:03:00Z,42.31927,-72.65476,66,7.65,14.3,11.23,82,0.039,6.9,135.6,NA,NA,156.3,37.3,533.3
9/30/2021,2021,Fall,Upstream,02URFA21.USU,02URFA21,USU,25.25,15,79.5,5.5,2021-09-30T18:50:00Z,42.32044,-72.65373,101,7.69,14,11.22,69,0.09,6,124,NA,NA,156.3,37.3,533.3
5/31/2022,2022,Summer,Upstream,01URSU22.UFR,01URSU22,UFR,30.25,16,84,0,2022-05-31T17:57:00Z,41.319405,-72.634415,NA,7.825,21.95,9.53,26,0.0185,3.15,77.4,0.8,32,77.6,45.6,478.2
5/31/2022,2022,Summer,Upstream,01URSU22.UM,01URSU22,UM,24.25,5,95,0,2022-05-31T17:00:00Z,41.319365,-72.63477,NA,7.91,21.35,9.705,446,0.4005,2.75,76.7,0.9,32,77.6,45.6,478.2
5/31/2022,2022,Summer,Upstream,01URSU22.USH,01URSU22,USH,21.25,27.5,70,2.5,2022-05-31T19:03:00Z,41.320485,-72.65365,NA,7.715,22.3,9.23,382.5,0.162,2.5,69.8,0.8,28,77.6,45.6,478.2
5/31/2022,2022,Summer,Upstream,01URSU22.USR,01URSU22,USR,19.9,10,85,5,2022-05-31T17:40:00Z,41.31921,-72.634805,NA,7.845,21.6,9.66,143,0,4.3,76.9,0.85,32,77.6,45.6,478.2
5/31/2022,2022,Summer,Upstream,01URSU22.USU,01URSU22,USU,19.7,5,95,0,2022-05-31T18:40:00Z,41.320325,-72.653665,NA,7.79,22.7,9.17,1006.5,0.238,2.75,69.65,0.7,28,77.6,45.6,478.2
6/1/2022,2022,Summer,Downstream,01DRSU22.DFR,01DRSU22,DFR,16.5,8,90,2,2022-06-01T16:37:00Z,42.31513,-72.64115,NA,7.38,20,9.27,100,0.123,6,76.5,0.9,30,80.6,48.6,488.75
6/1/2022,2022,Summer,Downstream,01DRSU22.DM,01DRSU22,DM,20.5,50,45,5,2022-06-01T16:50:00Z,42.31513,-72.64111,NA,7.38,19.7,9.18,101,0.043,6.3,76.7,0.8,30,80.6,48.6,488.75
6/1/2022,2022,Summer,Downstream,01DRSU22.DSH,01DRSU22,DSH,12,5,93,2,2022-06-01T16:56:00Z,42.31534,-72.64114,NA,7.37,19.6,9.23,27,0.261,5,77.1,0.8,32,80.6,48.6,488.75
6/1/2022,2022,Summer,Downstream,01DRSU22.DSP,01DRSU22,DSP,15,20,80,0,2022-06-01T17:11:00Z,42.31548,-72.6411,NA,7.36,19.6,9.17,131,0.278,6.2,75.9,0.8,32,80.6,48.6,488.75
6/1/2022,2022,Summer,Downstream,01DRSU22.DSR,01DRSU22,DSR,17,15,80,5,2022-06-01T16:28:00Z,42.31509,-72.64105,NA,7.4,20,9.25,110,0.036,7.2,78.2,1.1,30,80.6,48.6,488.75
6/6/2022,2022,Summer,Upstream,02URSU22.UFR,02URSU22,UFR,32.25,12.5,87.5,0,2022-06-06T17:25:00Z,42.31934,-72.65457,NA,7.72,18.6,9.925,46,0.0265,1.1,85.6,1,32,66.6,39.4,518.45
6/6/2022,2022,Summer,Upstream,02URSU22.UM,02URSU22,UM,16.5,2.5,95,2.5,2022-06-06T17:20:00Z,42.31927,-72.65482,NA,7.745,18.75,9.98,1543.5,0.2425,3.4,86,1.1,32,66.6,39.4,518.45
6/6/2022,2022,Summer,Upstream,02URSU22.USH,02URSU22,USH,23.25,47.5,47.5,5,2022-06-06T18:50:00Z,42.32041,-72.65365,NA,7.705,19.75,9.4,180.5,NA,4,77.3,1,28,66.6,39.4,518.45
6/6/2022,2022,Summer,Upstream,02URSU22.USR,02URSU22,USR,19.75,12.5,80,7.5,2022-06-06T18:00:00Z,42.319245,-72.654825,NA,7.7,19.1,9.875,122.5,0,13.7,86.4,1,28,66.6,39.4,518.45
6/6/2022,2022,Summer,Upstream,02URSU22.USU,02URSU22,USU,21.25,7.5,92,0.5,2022-06-06T18:25:00Z,42.320585,-72.65361,NA,7.715,19.45,9.71,774.5,0.192,2.5,77.6,1,28,66.6,39.4,518.45
6/7/2022,2022,Summer,Downstream,02DRSU22.DFR,02DRSU22,DFR,13,10,89,5,2022-06-07T17:32:00Z,42.31515,-72.64105,NA,7.46,20,9.16,110,0.094,6.6,86.9,0.9,28,66.6,39.4,529
6/7/2022,2022,Summer,Downstream,02DRSU22.DM,02DRSU22,DM,17,38,60,2,2022-06-07T17:30:00Z,42.31521,-72.64107,NA,7.45,19.9,9.16,224,0.106,4.5,86.2,1,32,66.6,39.4,529
6/7/2022,2022,Summer,Downstream,02DRSU22.DSH,02DRSU22,DSH,13,1,95,4,2022-06-07T17:52:00Z,42.31528,-72.64123,NA,7.44,19.9,9.16,34,0.41,8.4,85.8,0.9,32,66.6,39.4,529
6/7/2022,2022,Summer,Downstream,02DRSU22.DSP,02DRSU22,DSP,11.5,20,80,0,2022-06-07T17:57:00Z,42.31548,-72.64116,NA,7.45,19.8,9.11,629,0.201,4.7,85.6,0.9,28,66.6,39.4,529
6/7/2022,2022,Summer,Downstream,02DRSU22.DSR,02DRSU22,DSR,23,10,85,5,2022-06-07T17:06:00Z,42.31494,-72.64106,NA,7.42,19.9,9.19,193,0.357,7.4,86.6,1,32,66.6,39.4,529
6/13/2022,2022,Summer,Upstream,03URSU22.UFR,03URSU22,UFR,36.75,7.5,92.5,0,2022-06-13T17:52:00Z,42.319525,-72.65459,NA,7.735,20.25,9.41,44,0.003,7.7,80.3,1.1,28,97.1,36.3,552.3
6/13/2022,2022,Summer,Upstream,03URSU22.UM,03URSU22,UM,16,9.5,87.5,3,2022-06-13T17:10:00Z,42.31951,-72.654695,NA,7.755,20.15,9.53,1422,0.5085,3.8,81.8,1.1,32,97.1,36.3,552.3
6/13/2022,2022,Summer,Upstream,03URSU22.USH,03URSU22,USH,19,3.5,90.5,6,2022-06-13T18:38:00Z,42.32048,-72.653675,NA,7.74,20.75,9.175,58.5,0.1445,6.6,74.3,1,30,97.1,36.3,552.3
6/13/2022,2022,Summer,Upstream,03URSU22.USR,03URSU22,USR,14.25,12,84.5,3.5,2022-06-13T17:30:00Z,42.319275,-72.65485,NA,7.745,20,9.415,237,0.0025,8.7,82.6,1,24,97.1,36.3,552.3
6/13/2022,2022,Summer,Upstream,03URSU22.USU,03URSU22,USU,17.5,7.5,92.5,0,2022-06-13T18:20:00Z,42.320375,-72.65363,NA,7.775,20.65,9.225,894.5,0.122,5.8,72.7,1,30,97.1,36.3,552.3
6/14/2022,2022,Summer,Downstream,03DRSU22.DFR,03DRSU22,DFR,13,5,90,5,2022-06-14T17:23:00Z,42.31501,-72.64115,NA,7.46,22.7,8.87,42,0.064,10.4,80.8,0.9,32,97.1,36.3,548.95
6/14/2022,2022,Summer,Downstream,03DRSU22.DM,03DRSU22,DM,16,30,65,5,2022-06-14T17:11:00Z,42.31501,-72.64112,NA,7.47,22.5,8.81,1531,0.025,9.2,81.2,0.9,32,97.1,36.3,548.95
6/14/2022,2022,Summer,Downstream,03DRSU22.DSH,03DRSU22,DSH,13.5,1,94,5,2022-06-14T17:33:00Z,42.31528,-72.64124,NA,7.44,22.8,8.92,18,0.582,9.8,80.6,0.9,32,97.1,36.3,548.95
6/14/2022,2022,Summer,Downstream,03DRSU22.DSP,03DRSU22,DSP,11,5,95,0,2022-06-14T17:45:00Z,42.31536,-72.64109,NA,7.5,23.8,8.94,1546,0.43,7.7,80,0.9,NA,97.1,36.3,548.95
6/14/2022,2022,Summer,Downstream,03DRSU22.DSR,03DRSU22,DSR,12,4,95,1,2022-06-14T17:07:00Z,42.31492,-72.64117,NA,7.43,22.2,8.7,23,0.002,11.6,82.6,1,32,97.1,36.3,548.95
